[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-24 21:32:04] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-24 21:32:04] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-24 21:32:04] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-24 21:32:09] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523\
[2024-10-24 21:32:09] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/CIFI/
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd1941f49-KDQA27.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js?simply_static_page=2484
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js?simply_static_page=2484
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 788350 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd1941f49-KDQA27.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:504f03596ebe1fb143874cc4d78eab6746e22939===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd1954c31-fIFgsh.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt?simply_static_page=2485
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt?simply_static_page=2485
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 1447 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd1954c31-fIFgsh.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:d11b5fa44ba168e71a89dd44bb4b48fdea9a9354===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.strings.js
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd19628d8-pRzYBR.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.strings.js?simply_static_page=2486
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.strings.js?simply_static_page=2486
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 1 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/ui/ui.strings.js
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd19628d8-pRzYBR.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/ui/ui.strings.js
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.asset.php
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.asset.php
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.js
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd19722a3-vo0XKN.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.js?simply_static_page=2488
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.js?simply_static_page=2488
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 1064 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/utils/utils.js
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd19722a3-vo0XKN.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/utils/utils.js
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:d30757e53e1be81d06a8086b5bf8188c124f62a5===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd197fbcd-dgvG12.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt?simply_static_page=2489
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt?simply_static_page=2489
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 179 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd197fbcd-dgvG12.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:fbf0ca12ee8baebf02f6c66bcdbd4385b2786139===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd198d089-1kYiyj.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js?simply_static_page=2490
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js?simply_static_page=2490
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 1001 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd198d089-1kYiyj.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:94de8375c17180515ea820c823a13308abdbfc34===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd199c47b-qKQ2lT.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js?simply_static_page=2491
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js?simply_static_page=2491
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 1 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd199c47b-qKQ2lT.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.asset.php
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.asset.php
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd19bc163-q7zAoZ.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js?simply_static_page=2493
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js?simply_static_page=2493
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 2320 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd19bc163-q7zAoZ.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:1cce3a18beee65e374807b261b911e71a90fe4a7===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd19e71e2-8XwMzM.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt?simply_static_page=2494
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt?simply_static_page=2494
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 624 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd19e71e2-8XwMzM.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:34f40dc8a72c793144ef7413554354a00cd6f938===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-10-24 21:33:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 971
[2024-10-24 21:33:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd1a0a1d6-idlvhY.tmp
[2024-10-24 21:33:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js?simply_static_page=2495
[2024-10-24 21:33:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js?simply_static_page=2495
[2024-10-24 21:33:14] [class-ss-url-fetcher.php:103] Filesize: 1938 bytes
[2024-10-24 21:33:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
